GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HD01_VD01,Estimate; Total:
HD02_VD01,Margin of Error; Total:
HD01_VD03,Estimate; Total: - No workers
HD02_VD03,Margin of Error; Total: - No workers
HD01_VD04,Estimate; Total: - 1 worker
HD02_VD04,Margin of Error; Total: - 1 worker
HD01_VD05,Estimate; Total: - 2 workers
HD02_VD05,Margin of Error; Total: - 2 workers
HD01_VD06,Estimate; Total: - 3 or more workers
HD02_VD06,Margin of Error; Total: - 3 or more workers
HD01_VD07,Estimate; Total: - 1-person household
HD02_VD07,Margin of Error; Total: - 1-person household
HD01_VD08,Estimate; Total: - 2-person household
HD02_VD08,Margin of Error; Total: - 2-person household
HD01_VD09,Estimate; Total: - 3-person household
HD02_VD09,Margin of Error; Total: - 3-person household
HD01_VD10,Estimate; Total: - 4-or-more-person household
HD02_VD10,Margin of Error; Total: - 4-or-more-person household
